323.000000
50.000000
300.000000
15
81.470107	0.030189	0.020709	0.665059	
15.322459	0.025102	0.023852	0.887814	
30.620258	0.022479	0.024862	0.754601	
21.983459	0.024823	0.024863	1.123569	
83.005127	0.024900	0.018230	0.421796	
161.205939	0.038649	0.012322	0.236488	
139.525101	0.034811	0.011085	0.609760	
164.340312	0.030945	0.013766	1.374798	
208.980346	0.038738	0.012866	0.362377	
110.430464	0.040634	0.012461	1.873043	
229.288339	0.022439	0.008728	1.351268	
302.505295	0.035672	0.009581	1.891720	
222.627979	0.046431	0.009370	2.264626	
316.040864	0.043317	0.009351	1.154149	
301.108768	0.026719	0.009430	1.935942	
