ACO	1	5	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	203028.307835	0.000000	203028.307835	6.894000
PSO	1	5	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	223053.575517	15430.000000	207623.575517	0.157000
GA	1	5	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	231798.203171	24850.000000	206948.203171	0.099000
SA	1	5	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	232200.328234	25800.000000	206400.328234	0.752000
Greedy	1	5	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	203028.307835	0.000000	203028.307835	0.002000
Greedy2	1	5	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	203323.429539	0.000000	203323.429539	0.000000
Greedy3	1	5	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	203297.438378	310.000000	202987.438378	0.000000
ACO-Online	1	5	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	203276.420176	290.000000	202986.420176	12.759000
ACO-Online-2	1	5	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	203276.215431	290.000000	202986.215431	12.759000
ACO	2	10	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	413607.615863	0.000000	413607.615863	21.848000
PSO	2	10	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	446075.558935	24840.000000	421235.558935	0.370000
GA	2	10	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	461779.565093	41050.000000	420729.565093	0.344000
SA	2	10	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	460796.128129	42300.000000	418496.128129	2.464000
Greedy	2	10	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	413607.615863	0.000000	413607.615863	0.003000
Greedy2	2	10	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	414114.179768	0.000000	414114.179768	0.000000
Greedy3	2	10	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	414073.436293	800.000000	413273.436293	0.000000
ACO-Online	2	10	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	411924.085132	530.000000	411394.085132	7.692000
ACO-Online-2	2	10	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	414348.874838	530.000000	413818.874838	7.692000
ACO	3	15	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	694695.066190	700.000000	693995.066190	45.253000
PSO	3	15	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	741646.089544	34660.000000	706986.089544	1.035000
GA	3	15	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	763047.753741	57540.000000	705507.753741	2.136000
SA	3	15	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	763369.634537	57820.000000	705549.634537	12.916000
Greedy	3	15	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	694756.556877	0.000000	694756.556877	0.009000
Greedy2	3	15	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	695683.725156	0.000000	695683.725156	0.002000
Greedy3	3	15	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	695077.100431	1060.000000	694017.100431	0.000000
ACO-Online	3	15	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	666386.078248	670.000000	665716.078248	16.495000
ACO-Online-2	3	15	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	696058.691950	670.000000	695388.691950	16.495000
ACO	4	20	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	941371.018523	810.000000	940561.018523	102.162000
PSO	4	20	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	1020700.328137	63230.000000	957470.328137	1.042000
GA	4	20	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	1057983.860821	101780.000000	956203.860821	1.564000
SA	4	20	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	1057079.022327	101930.000000	955149.022327	11.014000
Greedy	4	20	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	942457.527724	0.000000	942457.527724	0.011000
Greedy2	4	20	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	944480.635930	0.000000	944480.635930	0.003000
Greedy3	4	20	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	841320.999155	1820.000000	839500.999155	0.000000
ACO-Online	4	20	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	944573.566276	260.000000	944313.566276	12.220000
ACO-Online-2	4	20	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	944572.072369	260.000000	944312.072369	12.220000
