1	15	120.000000	45.000000	2.000000	2.500000	5.000000	1.000000
2	15	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000
3	15	120.000000	45.000000	2.000000	2.500000	15.000000	1.000000
4	15	120.000000	45.000000	2.000000	2.500000	20.000000	1.000000
5	15	120.000000	45.000000	2.000000	2.500000	25.000000	1.000000
6	15	120.000000	45.000000	2.000000	2.500000	30.000000	1.000000
7	15	120.000000	45.000000	2.000000	2.500000	10.000000	0.000000
8	15	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000
9	15	120.000000	45.000000	2.000000	2.500000	10.000000	2.000000
10	15	120.000000	45.000000	2.000000	2.500000	10.000000	3.000000
11	15	120.000000	45.000000	2.000000	2.500000	10.000000	4.000000
12	15	120.000000	45.000000	2.000000	2.500000	10.000000	5.000000
13	15	120.000000	45.000000	2.000000	2.500000	10.000000	6.000000
14	15	120.000000	45.000000	2.000000	2.500000	10.000000	7.000000
15	15	120.000000	45.000000	2.000000	2.500000	10.000000	8.000000
16	15	120.000000	45.000000	2.000000	2.500000	10.000000	9.000000
17	15	120.000000	45.000000	2.000000	2.500000	10.000000	10.000000
18	15	120.000000	45.000000	2.000000	2.500000	10.000000	15.000000
19	15	120.000000	45.000000	2.000000	2.500000	10.000000	20.000000
20	15	120.000000	45.000000	2.000000	2.500000	10.000000	25.000000
21	15	120.000000	45.000000	2.000000	2.500000	10.000000	30.000000
22	15	120.000000	45.000000	2.000000	2.500000	10.000000	35.000000
23	15	120.000000	45.000000	2.000000	2.500000	10.000000	40.000000
