1	5	60.000000	30.000000	0.500000	1.000000	10.000000	1.000000
2	10	60.000000	30.000000	0.500000	1.000000	10.000000	1.000000
3	15	60.000000	30.000000	0.500000	1.000000	10.000000	1.000000
4	20	60.000000	30.000000	0.500000	1.000000	10.000000	1.000000
5	25	60.000000	30.000000	0.500000	1.000000	10.000000	1.000000
6	30	60.000000	30.000000	0.500000	1.000000	10.000000	1.000000
7	5	60.000000	30.000000	0.500000	1.000000	10.000000	1.000000
8	5	80.000000	30.000000	0.500000	1.000000	10.000000	1.000000
9	5	100.000000	30.000000	0.500000	1.000000	10.000000	1.000000
10	5	120.000000	30.000000	0.500000	1.000000	10.000000	1.000000
11	5	140.000000	30.000000	0.500000	1.000000	10.000000	1.000000
12	5	160.000000	30.000000	0.500000	1.000000	10.000000	1.000000
13	5	60.000000	30.000000	0.500000	1.000000	10.000000	1.000000
14	5	60.000000	35.000000	0.500000	1.000000	10.000000	1.000000
15	5	60.000000	40.000000	0.500000	1.000000	10.000000	1.000000
16	5	60.000000	45.000000	0.500000	1.000000	10.000000	1.000000
17	5	60.000000	50.000000	0.500000	1.000000	10.000000	1.000000
18	5	60.000000	55.000000	0.500000	1.000000	10.000000	1.000000
19	5	60.000000	60.000000	0.500000	1.000000	10.000000	1.000000
20	5	60.000000	30.000000	0.500000	1.000000	10.000000	1.000000
21	5	60.000000	30.000000	1.000000	1.000000	10.000000	1.000000
22	5	60.000000	30.000000	1.500000	1.000000	10.000000	1.000000
23	5	60.000000	30.000000	2.000000	1.000000	10.000000	1.000000
24	5	60.000000	30.000000	2.500000	1.000000	10.000000	1.000000
25	5	60.000000	30.000000	3.000000	1.000000	10.000000	1.000000
26	5	60.000000	30.000000	0.500000	1.000000	10.000000	1.000000
27	5	60.000000	30.000000	0.500000	1.500000	10.000000	1.000000
28	5	60.000000	30.000000	0.500000	2.000000	10.000000	1.000000
29	5	60.000000	30.000000	0.500000	2.500000	10.000000	1.000000
30	5	60.000000	30.000000	0.500000	3.000000	10.000000	1.000000
31	5	60.000000	30.000000	0.500000	3.500000	10.000000	1.000000
