1	10	115.000000	0.200000	0.050000	1.000000	
2	10	115.000000	0.200000	0.050000	1.500000	
3	10	115.000000	0.200000	0.050000	2.000000	
4	10	115.000000	0.200000	0.050000	2.500000	
5	10	115.000000	0.200000	0.050000	3.000000	
6	10	115.000000	0.200000	0.100000	1.000000	
7	10	115.000000	0.200000	0.100000	1.500000	
8	10	115.000000	0.200000	0.100000	2.000000	
9	10	115.000000	0.200000	0.100000	2.500000	
10	10	115.000000	0.200000	0.100000	3.000000	
11	10	115.000000	0.200000	0.200000	1.000000	
12	10	115.000000	0.200000	0.200000	1.500000	
13	10	115.000000	0.200000	0.200000	2.000000	
14	10	115.000000	0.200000	0.200000	2.500000	
15	10	115.000000	0.200000	0.200000	3.000000	
16	10	115.000000	0.200000	0.300000	1.000000	
17	10	115.000000	0.200000	0.300000	1.500000	
18	10	115.000000	0.200000	0.300000	2.000000	
19	10	115.000000	0.200000	0.300000	2.500000	
20	10	115.000000	0.200000	0.300000	3.000000	
21	10	115.000000	0.300000	0.050000	1.000000	
22	10	115.000000	0.300000	0.050000	1.500000	
23	10	115.000000	0.300000	0.050000	2.000000	
24	10	115.000000	0.300000	0.050000	2.500000	
25	10	115.000000	0.300000	0.050000	3.000000	
26	10	115.000000	0.300000	0.100000	1.000000	
27	10	115.000000	0.300000	0.100000	1.500000	
28	10	115.000000	0.300000	0.100000	2.000000	
29	10	115.000000	0.300000	0.100000	2.500000	
30	10	115.000000	0.300000	0.100000	3.000000	
31	10	115.000000	0.300000	0.200000	1.000000	
32	10	115.000000	0.300000	0.200000	1.500000	
33	10	115.000000	0.300000	0.200000	2.000000	
34	10	115.000000	0.300000	0.200000	2.500000	
35	10	115.000000	0.300000	0.200000	3.000000	
36	10	115.000000	0.300000	0.300000	1.000000	
37	10	115.000000	0.300000	0.300000	1.500000	
38	10	115.000000	0.300000	0.300000	2.000000	
39	10	115.000000	0.300000	0.300000	2.500000	
40	10	115.000000	0.300000	0.300000	3.000000	
41	10	115.000000	0.400000	0.050000	1.000000	
42	10	115.000000	0.400000	0.050000	1.500000	
43	10	115.000000	0.400000	0.050000	2.000000	
44	10	115.000000	0.400000	0.050000	2.500000	
45	10	115.000000	0.400000	0.050000	3.000000	
46	10	115.000000	0.400000	0.100000	1.000000	
47	10	115.000000	0.400000	0.100000	1.500000	
48	10	115.000000	0.400000	0.100000	2.000000	
49	10	115.000000	0.400000	0.100000	2.500000	
50	10	115.000000	0.400000	0.100000	3.000000	
51	10	115.000000	0.400000	0.200000	1.000000	
52	10	115.000000	0.400000	0.200000	1.500000	
53	10	115.000000	0.400000	0.200000	2.000000	
54	10	115.000000	0.400000	0.200000	2.500000	
55	10	115.000000	0.400000	0.200000	3.000000	
56	10	115.000000	0.400000	0.300000	1.000000	
57	10	115.000000	0.400000	0.300000	1.500000	
58	10	115.000000	0.400000	0.300000	2.000000	
59	10	115.000000	0.400000	0.300000	2.500000	
60	10	115.000000	0.400000	0.300000	3.000000	
61	10	115.000000	0.500000	0.050000	1.000000	
62	10	115.000000	0.500000	0.050000	1.500000	
63	10	115.000000	0.500000	0.050000	2.000000	
64	10	115.000000	0.500000	0.050000	2.500000	
65	10	115.000000	0.500000	0.050000	3.000000	
66	10	115.000000	0.500000	0.100000	1.000000	
67	10	115.000000	0.500000	0.100000	1.500000	
