531.000000
50.000000
300.000000
15
91.879269	0.026941	0.020638	2.945341	
111.121311	0.025234	0.020434	1.097568	
112.644063	0.027859	0.020433	1.274361	
122.818812	0.037650	0.022466	2.866695	
19.410138	0.036339	0.016348	1.729392	
165.040864	0.037400	0.012234	0.162145	
390.566851	0.022916	0.013059	1.239753	
355.295694	0.025534	0.010886	1.860958	
383.093783	0.035967	0.012372	0.839747	
214.799158	0.027402	0.011249	1.551408	
434.913572	0.027756	0.010449	1.977966	
477.611835	0.024117	0.010403	0.080569	
495.589190	0.028382	0.009424	2.052400	
508.990417	0.031372	0.008596	0.344066	
417.774560	0.024635	0.010365	0.064730	
