550.000000
50.000000
300.000000
15
119.382183	0.024051	0.020704	1.220618	
27.889126	0.038391	0.021831	1.082553	
106.568041	0.034385	0.021244	1.347880	
9.907926	0.026759	0.024203	0.609394	
29.062166	0.028628	0.018717	1.613483	
305.991882	0.026423	0.011271	1.795587	
203.725455	0.026265	0.013460	2.968780	
161.548387	0.024041	0.012457	2.795648	
254.291482	0.032731	0.012542	0.945494	
187.314859	0.028583	0.013849	2.101382	
310.351573	0.025065	0.009989	1.982635	
384.584796	0.046231	0.010436	0.636494	
500.618610	0.047782	0.010490	1.382946	
355.484787	0.029013	0.009539	2.449293	
492.818079	0.028776	0.009437	1.438795	
