343.000000
100.000000
140.000000
20
60.273873	0.042740	0.009442	2.699240	
118.171545	0.019677	0.005823	1.959655	
254.347789	0.011508	0.007431	1.708335	
7.317026	0.015082	0.007031	2.070803	
111.765221	0.053565	0.005199	2.511277	
82.748344	0.012524	0.008428	0.670919	
317.290963	0.009259	0.006173	1.186560	
239.305490	0.008438	0.006242	0.069033	
100.219184	0.034510	0.006995	2.484176	
90.651570	0.008160	0.006297	2.340434	
5.945738	0.014495	0.006245	0.318064	
170.981841	0.014288	0.006308	0.591266	
102.459304	0.008781	0.006250	0.134587	
308.738731	0.057691	0.005381	0.639882	
203.589190	0.008497	0.005802	1.206061	
108.813288	0.017095	0.006750	1.345958	
143.168767	0.015817	0.007032	0.183660	
147.565264	0.018203	0.008085	0.952910	
32.261910	0.026862	0.006224	0.438551	
232.543260	0.031020	0.007299	2.920621	
