521.000000
50.000000
300.000000
20
14.643025	0.027920	0.019523	0.740303	
63.583209	0.023701	0.021527	0.684301	
62.528947	0.024795	0.020368	0.801416	
10.291391	0.037210	0.023566	1.929914	
2.086093	0.029375	0.015870	0.046083	
75.799188	0.037489	0.018749	2.266228	
6.509507	0.045015	0.017335	0.661412	
199.230415	0.027344	0.010718	2.036653	
174.571429	0.027085	0.010895	1.095920	
249.364055	0.028093	0.012349	1.282006	
213.460829	0.023301	0.011001	1.921979	
297.861751	0.042123	0.012339	0.596255	
221.004608	0.027163	0.013725	0.489059	
214.884793	0.022999	0.011204	0.542772	
399.199683	0.035737	0.010470	2.462233	
476.055635	0.036065	0.008802	0.944395	
460.872280	0.023048	0.008409	1.546373	
363.647084	0.036454	0.010529	1.816156	
333.545793	0.029451	0.009990	0.853526	
373.869137	0.022365	0.010276	1.950819	
