442.000000
50.000000
300.000000
15
82.129032	0.040785	0.020982	2.244484	
70.059908	0.026132	0.015896	0.815302	
52.829493	0.032933	0.018237	1.118442	
43.898618	0.046568	0.015628	2.335673	
90.027650	0.027227	0.018733	2.019898	
185.476882	0.029963	0.012826	0.558214	
227.620533	0.034108	0.011071	1.941527	
231.794977	0.022709	0.012688	0.890286	
200.502365	0.039735	0.011904	1.479263	
220.532151	0.037430	0.011983	2.114109	
320.118717	0.023754	0.008498	1.604053	
297.943358	0.023014	0.009522	1.123203	
321.363750	0.026699	0.010453	1.194891	
332.574786	0.022443	0.010433	2.009003	
272.761559	0.030076	0.009942	2.895993	
