185	26	26
1.54076	0.135085	0.135085	1.32415	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	
0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	
0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	
0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	
0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	
0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	
0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	
0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	
0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	
0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	
0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	
0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	
0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	
0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	0.135085	
