463.000000
50.000000
300.000000
15
9.245277	0.028019	0.016691	2.723869	
79.803461	0.034370	0.022302	1.280038	
22.112125	0.045602	0.022484	0.490555	
74.719565	0.036739	0.020909	2.458266	
57.904843	0.031127	0.015332	1.516068	
279.936674	0.038419	0.012882	2.405255	
173.334086	0.024780	0.012128	1.141331	
209.275185	0.029691	0.012262	1.481460	
217.437544	0.029854	0.014558	2.363689	
186.063478	0.024461	0.011875	0.309915	
349.305246	0.025018	0.010068	0.737938	
403.379040	0.042586	0.010025	1.333415	
355.380139	0.041875	0.008973	0.192999	
453.625813	0.028994	0.008920	1.699820	
460.401654	0.045566	0.009683	2.917692	
