ACO	1	15	120.000000	45.000000	2.000000	2.500000	5.000000	1.000000	614943.986797	0.000000	614943.986797	97.834000
PSO	1	15	120.000000	45.000000	2.000000	2.500000	5.000000	1.000000	674984.969407	50950.000000	624034.969407	0.501000
GA	1	15	120.000000	45.000000	2.000000	2.500000	5.000000	1.000000	714110.500018	90370.000000	623740.500018	1.076000
SA	1	15	120.000000	45.000000	2.000000	2.500000	5.000000	1.000000	714147.003144	90660.000000	623487.003144	5.548000
Greedy	1	15	120.000000	45.000000	2.000000	2.500000	5.000000	1.000000	614943.986797	0.000000	614943.986797	0.009000
Greedy2	1	15	120.000000	45.000000	2.000000	2.500000	5.000000	1.000000	615739.450124	0.000000	615739.450124	0.002000
Greedy3	1	15	120.000000	45.000000	2.000000	2.500000	5.000000	1.000000	616045.922374	1600.000000	614445.922374	0.001000
ACO-Online	1	15	120.000000	45.000000	2.000000	2.500000	5.000000	1.000000	613814.361165	0.000000	613814.361165	5.736000
ACO-Online-2	1	15	120.000000	45.000000	2.000000	2.500000	5.000000	1.000000	615739.450124	0.000000	615739.450124	5.736000
ACO	2	15	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	620917.748224	0.000000	620917.748224	37.872000
PSO	2	15	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	657538.282641	29410.000000	628128.282641	0.755000
GA	2	15	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	676750.915742	48750.000000	628000.915742	1.015000
SA	2	15	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	678790.217663	50030.000000	628760.217663	6.939000
Greedy	2	15	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	620917.748224	0.000000	620917.748224	0.007000
Greedy2	2	15	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	622729.655158	0.000000	622729.655158	0.002000
Greedy3	2	15	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	621709.886676	1120.000000	620589.886676	0.000000
ACO-Online	2	15	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	622807.767621	120.000000	622687.767621	6.105000
ACO-Online-2	2	15	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	622807.484419	120.000000	622687.484419	6.105000
ACO	3	15	120.000000	45.000000	2.000000	2.500000	15.000000	1.000000	490482.800075	320.000000	490162.800075	25.185000
PSO	3	15	120.000000	45.000000	2.000000	2.500000	15.000000	1.000000	523938.581178	27200.000000	496738.581178	0.517000
GA	3	15	120.000000	45.000000	2.000000	2.500000	15.000000	1.000000	537354.772286	39520.000000	497834.772286	0.795000
SA	3	15	120.000000	45.000000	2.000000	2.500000	15.000000	1.000000	535882.230748	39060.000000	496822.230748	4.898000
Greedy	3	15	120.000000	45.000000	2.000000	2.500000	15.000000	1.000000	490921.376954	0.000000	490921.376954	0.003000
Greedy2	3	15	120.000000	45.000000	2.000000	2.500000	15.000000	1.000000	492522.536577	0.000000	492522.536577	0.001000
Greedy3	3	15	120.000000	45.000000	2.000000	2.500000	15.000000	1.000000	484654.170494	1260.000000	483394.170494	0.000000
ACO-Online	3	15	120.000000	45.000000	2.000000	2.500000	15.000000	1.000000	489506.710096	240.000000	489266.710096	4.524000
ACO-Online-2	3	15	120.000000	45.000000	2.000000	2.500000	15.000000	1.000000	492636.107117	240.000000	492396.107117	4.524000
ACO	4	15	120.000000	45.000000	2.000000	2.500000	20.000000	1.000000	602248.921580	360.000000	601888.921580	24.201000
PSO	4	15	120.000000	45.000000	2.000000	2.500000	20.000000	1.000000	639581.403933	28250.000000	611331.403933	0.609000
GA	4	15	120.000000	45.000000	2.000000	2.500000	20.000000	1.000000	653234.406303	41860.000000	611374.406303	0.766000
SA	4	15	120.000000	45.000000	2.000000	2.500000	20.000000	1.000000	649071.015343	37400.000000	611671.015343	4.928000
Greedy	4	15	120.000000	45.000000	2.000000	2.500000	20.000000	1.000000	603437.824834	0.000000	603437.824834	0.004000
Greedy2	4	15	120.000000	45.000000	2.000000	2.500000	20.000000	1.000000	605132.201691	0.000000	605132.201691	0.002000
Greedy3	4	15	120.000000	45.000000	2.000000	2.500000	20.000000	1.000000	603912.272342	1240.000000	602672.272342	0.000000
ACO-Online	4	15	120.000000	45.000000	2.000000	2.500000	20.000000	1.000000	582162.268444	360.000000	581802.268444	2.841000
ACO-Online-2	4	15	120.000000	45.000000	2.000000	2.500000	20.000000	1.000000	605158.896407	360.000000	604798.896407	2.841000
ACO	5	15	120.000000	45.000000	2.000000	2.500000	25.000000	1.000000	707309.120779	180.000000	707129.120779	20.890000
PSO	5	15	120.000000	45.000000	2.000000	2.500000	25.000000	1.000000	742177.302058	25940.000000	716237.302058	0.640000
GA	5	15	120.000000	45.000000	2.000000	2.500000	25.000000	1.000000	755446.609150	39800.000000	715646.609150	0.813000
SA	5	15	120.000000	45.000000	2.000000	2.500000	25.000000	1.000000	750344.077629	34950.000000	715394.077629	4.843000
Greedy	5	15	120.000000	45.000000	2.000000	2.500000	25.000000	1.000000	707846.190609	0.000000	707846.190609	0.004000
Greedy2	5	15	120.000000	45.000000	2.000000	2.500000	25.000000	1.000000	709364.971880	0.000000	709364.971880	0.001000
Greedy3	5	15	120.000000	45.000000	2.000000	2.500000	25.000000	1.000000	708933.902378	740.000000	708193.902378	0.000000
ACO-Online	5	15	120.000000	45.000000	2.000000	2.500000	25.000000	1.000000	706159.824028	0.000000	706159.824028	1.662000
ACO-Online-2	5	15	120.000000	45.000000	2.000000	2.500000	25.000000	1.000000	709364.971880	0.000000	709364.971880	1.662000
ACO	6	15	120.000000	45.000000	2.000000	2.500000	30.000000	1.000000	736502.163546	450.000000	736052.163546	21.666000
PSO	6	15	120.000000	45.000000	2.000000	2.500000	30.000000	1.000000	763619.106478	19260.000000	744359.106478	1.272000
GA	6	15	120.000000	45.000000	2.000000	2.500000	30.000000	1.000000	773023.616224	28960.000000	744063.616224	2.160000
SA	6	15	120.000000	45.000000	2.000000	2.500000	30.000000	1.000000	767860.916487	24050.000000	743810.916487	8.873000
Greedy	6	15	120.000000	45.000000	2.000000	2.500000	30.000000	1.000000	737022.733135	0.000000	737022.733135	0.005000
Greedy2	6	15	120.000000	45.000000	2.000000	2.500000	30.000000	1.000000	737402.444170	0.000000	737402.444170	0.003000
Greedy3	6	15	120.000000	45.000000	2.000000	2.500000	30.000000	1.000000	736505.822314	450.000000	736055.822314	0.000000
ACO-Online	6	15	120.000000	45.000000	2.000000	2.500000	30.000000	1.000000	737522.863682	120.000000	737402.863682	1.553000
ACO-Online-2	6	15	120.000000	45.000000	2.000000	2.500000	30.000000	1.000000	737522.444170	120.000000	737402.444170	1.553000
ACO	7	15	120.000000	45.000000	2.000000	2.500000	10.000000	0.000000	613771.748868	670.000000	613101.748868	46.087000
PSO	7	15	120.000000	45.000000	2.000000	2.500000	10.000000	0.000000	659604.155092	37520.000000	622084.155092	0.705000
GA	7	15	120.000000	45.000000	2.000000	2.500000	10.000000	0.000000	685233.632759	62080.000000	623153.632759	0.954000
SA	7	15	120.000000	45.000000	2.000000	2.500000	10.000000	0.000000	684079.880221	61760.000000	622319.880221	6.335000
Greedy	7	15	120.000000	45.000000	2.000000	2.500000	10.000000	0.000000	614905.174874	0.000000	614905.174874	0.004000
Greedy2	7	15	120.000000	45.000000	2.000000	2.500000	10.000000	0.000000	616828.024678	0.000000	616828.024678	0.001000
Greedy3	7	15	120.000000	45.000000	2.000000	2.500000	10.000000	0.000000	614321.071103	1100.000000	613221.071103	0.000000
ACO-Online	7	15	120.000000	45.000000	2.000000	2.500000	10.000000	0.000000	616962.825058	430.000000	616532.825058	6.120000
ACO-Online-2	7	15	120.000000	45.000000	2.000000	2.500000	10.000000	0.000000	616962.780554	430.000000	616532.780554	6.120000
ACO	8	15	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	825793.315039	660.000000	825133.315039	48.281000
PSO	8	15	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	879186.177810	41360.000000	837826.177810	0.591000
GA	8	15	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	902855.738299	66380.000000	836475.738299	1.174000
SA	8	15	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	904348.583608	67620.000000	836728.583608	9.305000
Greedy	8	15	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	826060.045847	0.000000	826060.045847	0.012000
Greedy2	8	15	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	827072.565631	0.000000	827072.565631	0.003000
Greedy3	8	15	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	826633.535279	1320.000000	825313.535279	0.000000
ACO-Online	8	15	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	826646.101095	0.000000	826646.101095	19.104000
ACO-Online-2	8	15	120.000000	45.000000	2.000000	2.500000	10.000000	1.000000	827072.565631	0.000000	827072.565631	19.104000
ACO	9	15	120.000000	45.000000	2.000000	2.500000	10.000000	2.000000	592261.525849	0.000000	592261.525849	35.727000
PSO	9	15	120.000000	45.000000	2.000000	2.500000	10.000000	2.000000	630907.386830	30790.000000	600117.386830	0.499000
GA	9	15	120.000000	45.000000	2.000000	2.500000	10.000000	2.000000	648993.424830	48370.000000	600623.424830	0.828000
SA	9	15	120.000000	45.000000	2.000000	2.500000	10.000000	2.000000	648853.761981	48900.000000	599953.761981	5.196000
Greedy	9	15	120.000000	45.000000	2.000000	2.500000	10.000000	2.000000	592261.525849	0.000000	592261.525849	0.006000
Greedy2	9	15	120.000000	45.000000	2.000000	2.500000	10.000000	2.000000	593895.678688	0.000000	593895.678688	0.001000
Greedy3	9	15	120.000000	45.000000	2.000000	2.500000	10.000000	2.000000	594235.295230	1310.000000	592925.295230	0.000000
ACO-Online	9	15	120.000000	45.000000	2.000000	2.500000	10.000000	2.000000	594049.546362	280.000000	593769.546362	6.387000
ACO-Online-2	9	15	120.000000	45.000000	2.000000	2.500000	10.000000	2.000000	594049.179764	280.000000	593769.179764	6.387000
ACO	10	15	120.000000	45.000000	2.000000	2.500000	10.000000	3.000000	728398.461432	0.000000	728398.461432	45.707000
PSO	10	15	120.000000	45.000000	2.000000	2.500000	10.000000	3.000000	776396.970154	39440.000000	736956.970154	0.563000
GA	10	15	120.000000	45.000000	2.000000	2.500000	10.000000	3.000000	799087.143111	63100.000000	735987.143111	0.543000
SA	10	15	120.000000	45.000000	2.000000	2.500000	10.000000	3.000000	801743.461019	64660.000000	737083.461019	4.327000
