550.000000
50.000000
300.000000
15
73.928648	0.046096	0.017658	1.898709	
102.000183	0.036560	0.017161	1.848354	
61.833247	0.044316	0.021956	0.195013	
76.339000	0.037457	0.019317	1.860561	
48.076113	0.037029	0.023627	0.889538	
243.151219	0.033376	0.011783	1.894284	
165.820124	0.034263	0.012539	2.338328	
173.753777	0.033879	0.011161	0.196463	
148.875576	0.037206	0.013981	0.898083	
285.224647	0.039446	0.014892	1.773659	
362.989837	0.042120	0.008409	1.169851	
427.610767	0.040753	0.010511	0.954314	
447.969054	0.035382	0.008550	0.288400	
428.908109	0.041133	0.009474	2.496261	
465.572985	0.037574	0.010554	2.245476	
