573.000000
50.000000
300.000000
15
12.558824	0.047639	0.024072	2.986633	
117.397931	0.047799	0.015270	0.195196	
82.130070	0.023222	0.021632	1.738182	
127.898862	0.027730	0.015747	2.078127	
135.155644	0.022372	0.015918	2.217841	
254.865780	0.045072	0.011052	0.068575	
360.435041	0.032250	0.012582	1.519272	
220.127781	0.026411	0.014905	0.743980	
306.164830	0.026777	0.011613	0.794244	
333.545671	0.028113	0.012816	1.284524	
521.992584	0.028314	0.010096	0.797632	
514.340983	0.032640	0.009243	0.923612	
556.744621	0.023222	0.010052	0.167821	
477.264657	0.040031	0.009904	1.986206	
489.755272	0.028235	0.008350	1.867367	
