ACO	1	10	115.000000	0.200000	0.050000	1.000000		33285.437113	0.000000	33285.437113	2.061000
PSO	1	10	115.000000	0.200000	0.050000	1.000000		34067.337113	781.900000	33285.437113	0.218000
GA	1	10	115.000000	0.200000	0.050000	1.000000		35670.232113	2384.795000	33285.437113	0.333000
Greedy	1	10	115.000000	0.200000	0.050000	1.000000		33285.437113	0.000000	33285.437113	0.002000
ACO	2	10	115.000000	0.200000	0.050000	1.500000		81046.070901	0.000000	81046.070901	2.451000
PSO	2	10	115.000000	0.200000	0.050000	1.500000		82685.047929	1681.085000	81003.962929	0.197000
GA	2	10	115.000000	0.200000	0.050000	1.500000		85030.747929	4026.785000	81003.962929	0.283000
Greedy	2	10	115.000000	0.200000	0.050000	1.500000		81003.962929	0.000000	81003.962929	0.000000
ACO	3	10	115.000000	0.200000	0.050000	2.000000		55938.891387	0.000000	55938.891387	2.076000
PSO	3	10	115.000000	0.200000	0.050000	2.000000		56829.427780	1016.470000	55812.957780	0.204000
GA	3	10	115.000000	0.200000	0.050000	2.000000		58979.652780	3166.695000	55812.957780	0.290000
Greedy	3	10	115.000000	0.200000	0.050000	2.000000		55812.929802	0.000000	55812.929802	0.010000
ACO	4	10	115.000000	0.200000	0.050000	2.500000		43337.139863	0.000000	43337.139863	2.225000
PSO	4	10	115.000000	0.200000	0.050000	2.500000		44744.556024	1407.420000	43337.136024	0.205000
GA	4	10	115.000000	0.200000	0.050000	2.500000		47090.256024	3753.120000	43337.136024	0.277000
Greedy	4	10	115.000000	0.200000	0.050000	2.500000		43337.136024	0.000000	43337.136024	0.000000
ACO	5	10	115.000000	0.200000	0.050000	3.000000		70703.920050	0.000000	70703.920050	2.698000
PSO	5	10	115.000000	0.200000	0.050000	3.000000		72337.251023	1759.275000	70577.976023	0.177000
GA	5	10	115.000000	0.200000	0.050000	3.000000		75191.186023	4613.210000	70577.976023	0.276000
Greedy	5	10	115.000000	0.200000	0.050000	3.000000		70535.821825	0.000000	70535.821825	0.000000
ACO	6	10	115.000000	0.200000	0.100000	1.000000		338533.851024	0.000000	338533.851024	3.278000
PSO	6	10	115.000000	0.200000	0.100000	1.000000		340801.357934	2267.510000	338533.847934	0.252000
GA	6	10	115.000000	0.200000	0.100000	1.000000		344668.680695	6177.010000	338491.670695	0.397000
Greedy	6	10	115.000000	0.200000	0.100000	1.000000		338491.672144	0.000000	338491.672144	0.000000
ACO	7	10	115.000000	0.200000	0.100000	1.500000		77098.018615	0.000000	77098.018615	1.934000
PSO	7	10	115.000000	0.200000	0.100000	1.500000		78192.256388	1094.660000	77097.596388	0.925000
